,StudentID,CourseID,Name,StudyOrNot,Semester,Group
3301,67,2,Những môn chính học kỳ 2,1,1,0
3302,67,3,Logic học,0,2,1
3303,67,4,Phương pháp tính,0,2,1
3304,67,5,Vật lý đại cương,1,2,1
3305,67,6,Toán ứng dụng,0,2,1
3306,67,7,Hàm phức và phép biến đổi Laplace,0,2,1
3307,67,8,Những môn chính học kỳ 3,1,3,0
3308,67,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3309,67,10,Quản trị học,0,3,1
3310,67,11,Quản trị doanh nghiệp,0,3,1
3311,67,12,Kế toán cơ bản,0,3,1
3312,67,13,Môi trường và con người ,0,3,1
3313,67,14,Giao tiếp kinh doanh,0,3,1
3314,67,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
3315,67,16,Những môn chính học kỳ 4,1,4,0
3316,67,17,Hệ quản trị cơ sở dữ liệu,1,4,1
3317,67,18,Tương tác người máy,0,4,1
3318,67,19,Thương mại điện tử,0,4,1
3319,67,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3320,67,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3321,67,22,Lập trình GUI với Qt Framework,0,4,2
3322,67,23,Những môn chính học kỳ 5,1,5,0
3323,67,24,Tâm lí học đại cương,1,5,1
3324,67,25,Cơ sở văn hóa Việt Nam,0,5,1
3325,67,26,Xã hội học,0,5,1
3326,67,27,Tiếng Việt thực hành,0,5,1
3327,67,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3328,67,29,Hội họa,0,5,1
3329,67,30,Những môn chính học kỳ 6,1,6,0
3330,67,31,Lập trình phân tán với công nghệ .NET,0,6,1
3331,67,32,Lập trình phân tán với công nghệ Java,1,6,1
3332,67,33,Lập trình mạng với Qt Framework,0,6,1
3333,67,34,Khai thác dữ liệu và ứng dụng,0,6,2
3334,67,35,Kỹ thuật điện tử ,0,6,2
3335,67,36,Lập trình phân tích dữ liệu 1,1,6,2
3336,67,37,Những môn chính học kỳ 7,1,7,0
3337,67,38,Lập trình WWW (.NET),0,7,1
3338,67,39,Lập trình WWW (Java),1,7,1
3339,67,40,Lập trình IoTs,0,7,1
3340,67,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3341,67,42,Những môn chính học kỳ 8,1,8,0
3342,67,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3343,67,44,Automat & ngôn ngữ hình thức ,0,8,1
3344,67,45,Lập trình thiết bị di động nâng cao ,1,8,1
3345,67,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3346,67,47,Nhập môn dữ liệu lớn ,0,8,2
3347,67,48,Quản lý dự án CNTT,0,8,2
3348,67,49,Tiếp thị điện tử ,0,8,2
3349,67,50,Những môn chính học kỳ 9,1,9,0
3350,68,1,Những môn chính học kỳ 1,1,1,0
3351,68,2,Những môn chính học kỳ 2,1,1,0
3352,68,3,Logic học,1,2,1
3353,68,4,Phương pháp tính,0,2,1
3354,68,5,Vật lý đại cương,0,2,1
3355,68,6,Toán ứng dụng,0,2,1
3356,68,7,Hàm phức và phép biến đổi Laplace,0,2,1
3357,68,8,Những môn chính học kỳ 3,1,3,0
3358,68,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3359,68,10,Quản trị học,0,3,1
3360,68,11,Quản trị doanh nghiệp,0,3,1
3361,68,12,Kế toán cơ bản,0,3,1
3362,68,13,Môi trường và con người ,0,3,1
3363,68,14,Giao tiếp kinh doanh,0,3,1
3364,68,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
3365,68,16,Những môn chính học kỳ 4,1,4,0
3366,68,17,Hệ quản trị cơ sở dữ liệu,1,4,1
3367,68,18,Tương tác người máy,0,4,1
3368,68,19,Thương mại điện tử,0,4,1
3369,68,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3370,68,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3371,68,22,Lập trình GUI với Qt Framework,0,4,2
3372,68,23,Những môn chính học kỳ 5,1,5,0
3373,68,24,Tâm lí học đại cương,1,5,1
3374,68,25,Cơ sở văn hóa Việt Nam,0,5,1
3375,68,26,Xã hội học,0,5,1
3376,68,27,Tiếng Việt thực hành,0,5,1
3377,68,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3378,68,29,Hội họa,0,5,1
3379,68,30,Những môn chính học kỳ 6,1,6,0
3380,68,31,Lập trình phân tán với công nghệ .NET,0,6,1
3381,68,32,Lập trình phân tán với công nghệ Java,1,6,1
3382,68,33,Lập trình mạng với Qt Framework,0,6,1
3383,68,34,Khai thác dữ liệu và ứng dụng,0,6,2
3384,68,35,Kỹ thuật điện tử ,0,6,2
3385,68,36,Lập trình phân tích dữ liệu 1,0,6,2
3386,68,37,Những môn chính học kỳ 7,1,7,0
3387,68,38,Lập trình WWW (.NET),0,7,1
3388,68,39,Lập trình WWW (Java),1,7,1
3389,68,40,Lập trình IoTs,0,7,1
3390,68,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3391,68,42,Những môn chính học kỳ 8,1,8,0
3392,68,43,Lập trình phân tích dữ liệu 2 ,1,8,1
3393,68,44,Automat & ngôn ngữ hình thức ,0,8,1
3394,68,45,Lập trình thiết bị di động nâng cao ,0,8,1
3395,68,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3396,68,47,Nhập môn dữ liệu lớn ,0,8,2
3397,68,48,Quản lý dự án CNTT,0,8,2
3398,68,49,Tiếp thị điện tử ,0,8,2
3399,68,50,Những môn chính học kỳ 9,1,9,0
3400,69,1,Những môn chính học kỳ 1,1,1,0
3401,69,2,Những môn chính học kỳ 2,1,1,0
3402,69,3,Logic học,1,2,1
3403,69,4,Phương pháp tính,0,2,1
3404,69,5,Vật lý đại cương,0,2,1
3405,69,6,Toán ứng dụng,0,2,1
3406,69,7,Hàm phức và phép biến đổi Laplace,0,2,1
3407,69,8,Những môn chính học kỳ 3,1,3,0
3408,69,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3409,69,10,Quản trị học,0,3,1
3410,69,11,Quản trị doanh nghiệp,0,3,1
3411,69,12,Kế toán cơ bản,1,3,1
3412,69,13,Môi trường và con người ,0,3,1
3413,69,14,Giao tiếp kinh doanh,0,3,1
3414,69,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
3415,69,16,Những môn chính học kỳ 4,1,4,0
3416,69,17,Hệ quản trị cơ sở dữ liệu,0,4,1
3417,69,18,Tương tác người máy,1,4,1
3418,69,19,Thương mại điện tử,0,4,1
3419,69,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3420,69,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3421,69,22,Lập trình GUI với Qt Framework,0,4,2
3422,69,23,Những môn chính học kỳ 5,1,5,0
3423,69,24,Tâm lí học đại cương,1,5,1
3424,69,25,Cơ sở văn hóa Việt Nam,0,5,1
3425,69,26,Xã hội học,0,5,1
3426,69,27,Tiếng Việt thực hành,0,5,1
3427,69,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3428,69,29,Hội họa,0,5,1
3429,69,30,Những môn chính học kỳ 6,1,6,0
3430,69,31,Lập trình phân tán với công nghệ .NET,0,6,1
3431,69,32,Lập trình phân tán với công nghệ Java,1,6,1
3432,69,33,Lập trình mạng với Qt Framework,0,6,1
3433,69,34,Khai thác dữ liệu và ứng dụng,1,6,2
3434,69,35,Kỹ thuật điện tử ,0,6,2
3435,69,36,Lập trình phân tích dữ liệu 1,0,6,2
3436,69,37,Những môn chính học kỳ 7,1,7,0
3437,69,38,Lập trình WWW (.NET),0,7,1
3438,69,39,Lập trình WWW (Java),1,7,1
3439,69,40,Lập trình IoTs,0,7,1
3440,69,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3441,69,42,Những môn chính học kỳ 8,1,8,0
3442,69,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3443,69,44,Automat & ngôn ngữ hình thức ,0,8,1
3444,69,45,Lập trình thiết bị di động nâng cao ,1,8,1
3445,69,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3446,69,47,Nhập môn dữ liệu lớn ,0,8,2
3447,69,48,Quản lý dự án CNTT,0,8,2
3448,69,49,Tiếp thị điện tử ,0,8,2
3449,69,50,Những môn chính học kỳ 9,1,9,0
3450,70,1,Những môn chính học kỳ 1,1,1,0
3451,70,2,Những môn chính học kỳ 2,1,1,0
3452,70,3,Logic học,0,2,1
3453,70,4,Phương pháp tính,0,2,1
3454,70,5,Vật lý đại cương,1,2,1
3455,70,6,Toán ứng dụng,0,2,1
3456,70,7,Hàm phức và phép biến đổi Laplace,0,2,1
3457,70,8,Những môn chính học kỳ 3,1,3,0
3458,70,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3459,70,10,Quản trị học,0,3,1
3460,70,11,Quản trị doanh nghiệp,0,3,1
3461,70,12,Kế toán cơ bản,0,3,1
3462,70,13,Môi trường và con người ,0,3,1
3463,70,14,Giao tiếp kinh doanh,0,3,1
3464,70,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
3465,70,16,Những môn chính học kỳ 4,1,4,0
3466,70,17,Hệ quản trị cơ sở dữ liệu,1,4,1
3467,70,18,Tương tác người máy,0,4,1
3468,70,19,Thương mại điện tử,0,4,1
3469,70,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3470,70,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3471,70,22,Lập trình GUI với Qt Framework,0,4,2
3472,70,23,Những môn chính học kỳ 5,1,5,0
3473,70,24,Tâm lí học đại cương,0,5,1
3474,70,25,Cơ sở văn hóa Việt Nam,0,5,1
3475,70,26,Xã hội học,0,5,1
3476,70,27,Tiếng Việt thực hành,0,5,1
3477,70,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3478,70,29,Hội họa,0,5,1
3479,70,30,Những môn chính học kỳ 6,1,6,0
3480,70,31,Lập trình phân tán với công nghệ .NET,0,6,1
3481,70,32,Lập trình phân tán với công nghệ Java,1,6,1
3482,70,33,Lập trình mạng với Qt Framework,0,6,1
3483,70,34,Khai thác dữ liệu và ứng dụng,0,6,2
3484,70,35,Kỹ thuật điện tử ,0,6,2
3485,70,36,Lập trình phân tích dữ liệu 1,0,6,2
3486,70,37,Những môn chính học kỳ 7,1,7,0
3487,70,38,Lập trình WWW (.NET),0,7,1
3488,70,39,Lập trình WWW (Java),1,7,1
3489,70,40,Lập trình IoTs,0,7,1
3490,70,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3491,70,42,Những môn chính học kỳ 8,1,8,0
3492,70,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3493,70,44,Automat & ngôn ngữ hình thức ,0,8,1
3494,70,45,Lập trình thiết bị di động nâng cao ,0,8,1
3495,70,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3496,70,47,Nhập môn dữ liệu lớn ,0,8,2
3497,70,48,Quản lý dự án CNTT,1,8,2
3498,70,49,Tiếp thị điện tử ,0,8,2
3499,70,50,Những môn chính học kỳ 9,1,9,0
3500,71,1,Những môn chính học kỳ 1,1,1,0
3501,71,2,Những môn chính học kỳ 2,1,1,0
3502,71,3,Logic học,0,2,1
3503,71,4,Phương pháp tính,0,2,1
3504,71,5,Vật lý đại cương,1,2,1
3505,71,6,Toán ứng dụng,0,2,1
3506,71,7,Hàm phức và phép biến đổi Laplace,0,2,1
3507,71,8,Những môn chính học kỳ 3,1,3,0
3508,71,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3509,71,10,Quản trị học,0,3,1
3510,71,11,Quản trị doanh nghiệp,0,3,1
3511,71,12,Kế toán cơ bản,0,3,1
3512,71,13,Môi trường và con người ,0,3,1
3513,71,14,Giao tiếp kinh doanh,0,3,1
3514,71,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
3515,71,16,Những môn chính học kỳ 4,1,4,0
3516,71,17,Hệ quản trị cơ sở dữ liệu,1,4,1
3517,71,18,Tương tác người máy,0,4,1
3518,71,19,Thương mại điện tử,0,4,1
3519,71,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3520,71,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3521,71,22,Lập trình GUI với Qt Framework,0,4,2
3522,71,23,Những môn chính học kỳ 5,1,5,0
3523,71,24,Tâm lí học đại cương,1,5,1
3524,71,25,Cơ sở văn hóa Việt Nam,0,5,1
3525,71,26,Xã hội học,0,5,1
3526,71,27,Tiếng Việt thực hành,0,5,1
3527,71,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3528,71,29,Hội họa,0,5,1
3529,71,30,Những môn chính học kỳ 6,1,6,0
3530,71,31,Lập trình phân tán với công nghệ .NET,0,6,1
3531,71,32,Lập trình phân tán với công nghệ Java,1,6,1
3532,71,33,Lập trình mạng với Qt Framework,0,6,1
3533,71,34,Khai thác dữ liệu và ứng dụng,1,6,2
3534,71,35,Kỹ thuật điện tử ,0,6,2
3535,71,36,Lập trình phân tích dữ liệu 1,0,6,2
3536,71,37,Những môn chính học kỳ 7,1,7,0
3537,71,38,Lập trình WWW (.NET),0,7,1
3538,71,39,Lập trình WWW (Java),1,7,1
3539,71,40,Lập trình IoTs,0,7,1
3540,71,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3541,71,42,Những môn chính học kỳ 8,1,8,0
3542,71,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3543,71,44,Automat & ngôn ngữ hình thức ,0,8,1
3544,71,45,Lập trình thiết bị di động nâng cao ,1,8,1
3545,71,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3546,71,47,Nhập môn dữ liệu lớn ,0,8,2
3547,71,48,Quản lý dự án CNTT,0,8,2
3548,71,49,Tiếp thị điện tử ,0,8,2
3549,71,50,Những môn chính học kỳ 9,1,9,0
3550,72,1,Những môn chính học kỳ 1,1,1,0
3551,72,2,Những môn chính học kỳ 2,1,1,0
3552,72,3,Logic học,0,2,1
3553,72,4,Phương pháp tính,0,2,1
3554,72,5,Vật lý đại cương,1,2,1
3555,72,6,Toán ứng dụng,0,2,1
3556,72,7,Hàm phức và phép biến đổi Laplace,0,2,1
3557,72,8,Những môn chính học kỳ 3,1,3,0
3558,72,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3559,72,10,Quản trị học,0,3,1
3560,72,11,Quản trị doanh nghiệp,0,3,1
3561,72,12,Kế toán cơ bản,0,3,1
3562,72,13,Môi trường và con người ,0,3,1
3563,72,14,Giao tiếp kinh doanh,0,3,1
3564,72,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
3565,72,16,Những môn chính học kỳ 4,1,4,0
3566,72,17,Hệ quản trị cơ sở dữ liệu,1,4,1
3567,72,18,Tương tác người máy,0,4,1
3568,72,19,Thương mại điện tử,0,4,1
3569,72,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3570,72,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3571,72,22,Lập trình GUI với Qt Framework,0,4,2
3572,72,23,Những môn chính học kỳ 5,1,5,0
3573,72,24,Tâm lí học đại cương,0,5,1
3574,72,25,Cơ sở văn hóa Việt Nam,0,5,1
3575,72,26,Xã hội học,0,5,1
3576,72,27,Tiếng Việt thực hành,1,5,1
3577,72,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3578,72,29,Hội họa,0,5,1
3579,72,30,Những môn chính học kỳ 6,1,6,0
3580,72,31,Lập trình phân tán với công nghệ .NET,0,6,1
3581,72,32,Lập trình phân tán với công nghệ Java,1,6,1
3582,72,33,Lập trình mạng với Qt Framework,0,6,1
3583,72,34,Khai thác dữ liệu và ứng dụng,1,6,2
3584,72,35,Kỹ thuật điện tử ,0,6,2
3585,72,36,Lập trình phân tích dữ liệu 1,0,6,2
3586,72,37,Những môn chính học kỳ 7,1,7,0
3587,72,38,Lập trình WWW (.NET),0,7,1
3588,72,39,Lập trình WWW (Java),1,7,1
3589,72,40,Lập trình IoTs,0,7,1
3590,72,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3591,72,42,Những môn chính học kỳ 8,1,8,0
3592,72,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3593,72,44,Automat & ngôn ngữ hình thức ,0,8,1
3594,72,45,Lập trình thiết bị di động nâng cao ,1,8,1
3595,72,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3596,72,47,Nhập môn dữ liệu lớn ,0,8,2
3597,72,48,Quản lý dự án CNTT,0,8,2
3598,72,49,Tiếp thị điện tử ,0,8,2
3599,72,50,Những môn chính học kỳ 9,1,9,0
3600,73,1,Những môn chính học kỳ 1,1,1,0
3601,73,2,Những môn chính học kỳ 2,1,1,0
3602,73,3,Logic học,0,2,1
3603,73,4,Phương pháp tính,0,2,1
3604,73,5,Vật lý đại cương,1,2,1
3605,73,6,Toán ứng dụng,0,2,1
3606,73,7,Hàm phức và phép biến đổi Laplace,0,2,1
3607,73,8,Những môn chính học kỳ 3,1,3,0
3608,73,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3609,73,10,Quản trị học,0,3,1
3610,73,11,Quản trị doanh nghiệp,0,3,1
3611,73,12,Kế toán cơ bản,0,3,1
3612,73,13,Môi trường và con người ,0,3,1
3613,73,14,Giao tiếp kinh doanh,0,3,1
3614,73,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
3615,73,16,Những môn chính học kỳ 4,1,4,0
3616,73,17,Hệ quản trị cơ sở dữ liệu,0,4,1
3617,73,18,Tương tác người máy,1,4,1
3618,73,19,Thương mại điện tử,0,4,1
3619,73,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3620,73,21,Lập trình hướng sự kiện với công nghệ Java,0,4,2
3621,73,22,Lập trình GUI với Qt Framework,0,4,2
3622,73,23,Những môn chính học kỳ 5,1,5,0
3623,73,24,Tâm lí học đại cương,1,5,1
3624,73,25,Cơ sở văn hóa Việt Nam,0,5,1
3625,73,26,Xã hội học,0,5,1
3626,73,27,Tiếng Việt thực hành,0,5,1
3627,73,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3628,73,29,Hội họa,0,5,1
3629,73,30,Những môn chính học kỳ 6,1,6,0
3630,73,31,Lập trình phân tán với công nghệ .NET,0,6,1
3631,73,32,Lập trình phân tán với công nghệ Java,0,6,1
3632,73,33,Lập trình mạng với Qt Framework,0,6,1
3633,73,34,Khai thác dữ liệu và ứng dụng,0,6,2
3634,73,35,Kỹ thuật điện tử ,0,6,2
3635,73,36,Lập trình phân tích dữ liệu 1,0,6,2
3636,73,37,Những môn chính học kỳ 7,1,7,0
3637,73,38,Lập trình WWW (.NET),0,7,1
3638,73,39,Lập trình WWW (Java),0,7,1
3639,73,40,Lập trình IoTs,0,7,1
3640,73,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3641,73,42,Những môn chính học kỳ 8,1,8,0
3642,73,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3643,73,44,Automat & ngôn ngữ hình thức ,0,8,1
3644,73,45,Lập trình thiết bị di động nâng cao ,0,8,1
3645,73,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3646,73,47,Nhập môn dữ liệu lớn ,0,8,2
3647,73,48,Quản lý dự án CNTT,0,8,2
3648,73,49,Tiếp thị điện tử ,0,8,2
3649,73,50,Những môn chính học kỳ 9,1,9,0
3650,74,1,Những môn chính học kỳ 1,1,1,0
3651,74,2,Những môn chính học kỳ 2,1,1,0
3652,74,3,Logic học,0,2,1
3653,74,4,Phương pháp tính,0,2,1
3654,74,5,Vật lý đại cương,1,2,1
3655,74,6,Toán ứng dụng,0,2,1
3656,74,7,Hàm phức và phép biến đổi Laplace,0,2,1
3657,74,8,Những môn chính học kỳ 3,1,3,0
3658,74,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3659,74,10,Quản trị học,0,3,1
3660,74,11,Quản trị doanh nghiệp,1,3,1
3661,74,12,Kế toán cơ bản,0,3,1
3662,74,13,Môi trường và con người ,0,3,1
3663,74,14,Giao tiếp kinh doanh,0,3,1
3664,74,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
3665,74,16,Những môn chính học kỳ 4,1,4,0
3666,74,17,Hệ quản trị cơ sở dữ liệu,1,4,1
3667,74,18,Tương tác người máy,0,4,1
3668,74,19,Thương mại điện tử,0,4,1
3669,74,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3670,74,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3671,74,22,Lập trình GUI với Qt Framework,0,4,2
3672,74,23,Những môn chính học kỳ 5,1,5,0
3673,74,24,Tâm lí học đại cương,0,5,1
3674,74,25,Cơ sở văn hóa Việt Nam,0,5,1
3675,74,26,Xã hội học,0,5,1
3676,74,27,Tiếng Việt thực hành,1,5,1
3677,74,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3678,74,29,Hội họa,0,5,1
3679,74,30,Những môn chính học kỳ 6,1,6,0
3680,74,31,Lập trình phân tán với công nghệ .NET,0,6,1
3681,74,32,Lập trình phân tán với công nghệ Java,1,6,1
3682,74,33,Lập trình mạng với Qt Framework,0,6,1
3683,74,34,Khai thác dữ liệu và ứng dụng,1,6,2
3684,74,35,Kỹ thuật điện tử ,0,6,2
3685,74,36,Lập trình phân tích dữ liệu 1,0,6,2
3686,74,37,Những môn chính học kỳ 7,1,7,0
3687,74,38,Lập trình WWW (.NET),0,7,1
3688,74,39,Lập trình WWW (Java),1,7,1
3689,74,40,Lập trình IoTs,0,7,1
3690,74,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3691,74,42,Những môn chính học kỳ 8,1,8,0
3692,74,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3693,74,44,Automat & ngôn ngữ hình thức ,0,8,1
3694,74,45,Lập trình thiết bị di động nâng cao ,0,8,1
3695,74,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3696,74,47,Nhập môn dữ liệu lớn ,0,8,2
3697,74,48,Quản lý dự án CNTT,0,8,2
3698,74,49,Tiếp thị điện tử ,0,8,2
3699,74,50,Những môn chính học kỳ 9,1,9,0
3700,75,1,Những môn chính học kỳ 1,1,1,0
3701,75,2,Những môn chính học kỳ 2,1,1,0
3702,75,3,Logic học,0,2,1
3703,75,4,Phương pháp tính,1,2,1
3704,75,5,Vật lý đại cương,0,2,1
3705,75,6,Toán ứng dụng,0,2,1
3706,75,7,Hàm phức và phép biến đổi Laplace,0,2,1
3707,75,8,Những môn chính học kỳ 3,1,3,0
3708,75,9,Kỹ năng xây dựng kế hoạch ,1,3,1
3709,75,10,Quản trị học,0,3,1
3710,75,11,Quản trị doanh nghiệp,0,3,1
3711,75,12,Kế toán cơ bản,0,3,1
3712,75,13,Môi trường và con người ,0,3,1
3713,75,14,Giao tiếp kinh doanh,0,3,1
3714,75,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
3715,75,16,Những môn chính học kỳ 4,1,4,0
3716,75,17,Hệ quản trị cơ sở dữ liệu,0,4,1
3717,75,18,Tương tác người máy,1,4,1
3718,75,19,Thương mại điện tử,0,4,1
3719,75,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3720,75,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3721,75,22,Lập trình GUI với Qt Framework,0,4,2
3722,75,23,Những môn chính học kỳ 5,1,5,0
3723,75,24,Tâm lí học đại cương,1,5,1
3724,75,25,Cơ sở văn hóa Việt Nam,0,5,1
3725,75,26,Xã hội học,0,5,1
3726,75,27,Tiếng Việt thực hành,0,5,1
3727,75,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3728,75,29,Hội họa,0,5,1
3729,75,30,Những môn chính học kỳ 6,1,6,0
3730,75,31,Lập trình phân tán với công nghệ .NET,0,6,1
3731,75,32,Lập trình phân tán với công nghệ Java,1,6,1
3732,75,33,Lập trình mạng với Qt Framework,0,6,1
3733,75,34,Khai thác dữ liệu và ứng dụng,0,6,2
3734,75,35,Kỹ thuật điện tử ,0,6,2
3735,75,36,Lập trình phân tích dữ liệu 1,1,6,2
3736,75,37,Những môn chính học kỳ 7,1,7,0
3737,75,38,Lập trình WWW (.NET),0,7,1
3738,75,39,Lập trình WWW (Java),1,7,1
3739,75,40,Lập trình IoTs,0,7,1
3740,75,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3741,75,42,Những môn chính học kỳ 8,1,8,0
3742,75,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3743,75,44,Automat & ngôn ngữ hình thức ,0,8,1
3744,75,45,Lập trình thiết bị di động nâng cao ,0,8,1
3745,75,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3746,75,47,Nhập môn dữ liệu lớn ,0,8,2
3747,75,48,Quản lý dự án CNTT,1,8,2
3748,75,49,Tiếp thị điện tử ,0,8,2
3749,75,50,Những môn chính học kỳ 9,1,9,0
3750,76,1,Những môn chính học kỳ 1,1,1,0
3751,76,2,Những môn chính học kỳ 2,1,1,0
3752,76,3,Logic học,0,2,1
3753,76,4,Phương pháp tính,0,2,1
3754,76,5,Vật lý đại cương,1,2,1
3755,76,6,Toán ứng dụng,0,2,1
3756,76,7,Hàm phức và phép biến đổi Laplace,0,2,1
3757,76,8,Những môn chính học kỳ 3,1,3,0
3758,76,9,Kỹ năng xây dựng kế hoạch ,0,3,1
3759,76,10,Quản trị học,0,3,1
3760,76,11,Quản trị doanh nghiệp,0,3,1
3761,76,12,Kế toán cơ bản,0,3,1
3762,76,13,Môi trường và con người ,0,3,1
3763,76,14,Giao tiếp kinh doanh,0,3,1
3764,76,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
3765,76,16,Những môn chính học kỳ 4,1,4,0
3766,76,17,Hệ quản trị cơ sở dữ liệu,0,4,1
3767,76,18,Tương tác người máy,0,4,1
3768,76,19,Thương mại điện tử,0,4,1
3769,76,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
3770,76,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
3771,76,22,Lập trình GUI với Qt Framework,0,4,2
3772,76,23,Những môn chính học kỳ 5,1,5,0
3773,76,24,Tâm lí học đại cương,0,5,1
3774,76,25,Cơ sở văn hóa Việt Nam,0,5,1
3775,76,26,Xã hội học,0,5,1
3776,76,27,Tiếng Việt thực hành,0,5,1
3777,76,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
3778,76,29,Hội họa,0,5,1
3779,76,30,Những môn chính học kỳ 6,1,6,0
3780,76,31,Lập trình phân tán với công nghệ .NET,0,6,1
3781,76,32,Lập trình phân tán với công nghệ Java,0,6,1
3782,76,33,Lập trình mạng với Qt Framework,0,6,1
3783,76,34,Khai thác dữ liệu và ứng dụng,0,6,2
3784,76,35,Kỹ thuật điện tử ,0,6,2
3785,76,36,Lập trình phân tích dữ liệu 1,0,6,2
3786,76,37,Những môn chính học kỳ 7,1,7,0
3787,76,38,Lập trình WWW (.NET),0,7,1
3788,76,39,Lập trình WWW (Java),0,7,1
3789,76,40,Lập trình IoTs,0,7,1
3790,76,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
3791,76,42,Những môn chính học kỳ 8,1,8,0
3792,76,43,Lập trình phân tích dữ liệu 2 ,0,8,1
3793,76,44,Automat & ngôn ngữ hình thức ,0,8,1
3794,76,45,Lập trình thiết bị di động nâng cao ,0,8,1
3795,76,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
3796,76,47,Nhập môn dữ liệu lớn ,0,8,2
3797,76,48,Quản lý dự án CNTT,0,8,2
